(9, 1, 1)
(79, 1, 1)
(156, 1, 1)
(237, 1, 1)
(380, 1, 1)
(506, 2, 1)
(565, 2, 1)
(621, 2, 1)
(688, 2, 1)
(739, 2, 1)
(812, 2, 1)
(874, 2, 1)
(4902, 11, 1)
(4923, 11, 1)
(4994, 11, 1)
(5177, 11, 1)
(5192, 11, 1)
(5223, 11, 1)
(5259, 11, 1)
(5260, 11, 1)
(5298, 11, 1)
(5284, 11, 1)
(5330, 11, 1)
(5357, 11, 1)
(5521, 12, 1)
(5543, 12, 1)
(5568, 12, 1)
(5631, 12, 1)
(5619, 12, 1)
(5727, 12, 1)
(5807, 12, 1)
(5813, 12, 1)
(5846, 12, 1)
(60406, 125, 1)
(60414, 125, 1)
(60482, 125, 1)
(60608, 125, 1)
(60648, 125, 1)
(60701, 125, 1)
(60731, 125, 1)
(60827, 125, 1)
(60955, 126, 1)
(61032, 126, 1)
(61023, 126, 1)
(61059, 126, 1)
(61077, 126, 1)
(61082, 126, 1)
(61187, 126, 1)
(61212, 126, 1)
(61215, 126, 1)
(61248, 126, 1)
(61303, 126, 1)
(64310, 133, 1)
(64380, 133, 1)
(64456, 133, 1)
(64455, 133, 1)
(64467, 133, 1)
(64574, 133, 1)
(64571, 133, 1)
(64663, 133, 1)
(64699, 133, 1)
(64698, 133, 1)
(64866, 134, 1)
(64998, 134, 1)
(65097, 134, 1)
(65189, 134, 1)
(78534, 162, 1)
(78554, 162, 1)
(78573, 162, 1)
(78605, 162, 1)
(78603, 162, 1)
(78611, 162, 1)
(78673, 162, 1)
(78739, 162, 1)
(78746, 162, 1)
(78944, 162, 1)
(78962, 162, 1)
(78972, 162, 1)
(78977, 162, 1)
(79022, 163, 1)
(79061, 163, 1)
(79088, 163, 1)
(79117, 163, 1)
(79140, 163, 1)
(79162, 163, 1)
(79164, 163, 1)
(79175, 163, 1)
(79163, 163, 1)
(79407, 163, 1)
(79520, 164, 1)
(79586, 164, 1)
(79610, 164, 1)
(79638, 164, 1)
(79648, 164, 1)
(79661, 164, 1)
(79663, 164, 1)
(79769, 164, 1)
(79826, 164, 1)
(79834, 164, 1)
(79837, 164, 1)
(79849, 164, 1)
(79863, 164, 1)
(79892, 164, 1)
(79917, 164, 1)
(79929, 164, 1)
(92586, 191, 1)
(92600, 191, 1)
(92610, 191, 1)
(92630, 191, 1)
(92646, 191, 1)
(92798, 191, 1)
(92796, 191, 1)
(92849, 191, 1)
(92993, 191, 1)
(93094, 192, 1)
(93316, 192, 1)
(93437, 192, 1)
(93451, 192, 1)
(93491, 192, 1)
(97470, 201, 1)
(97508, 201, 1)
(97520, 201, 1)
(97532, 201, 1)
(97535, 201, 1)
(97548, 201, 1)
(97555, 201, 1)
(97575, 201, 1)
(97597, 201, 1)
(97603, 201, 1)
(97589, 201, 1)
(97605, 201, 1)
(97630, 201, 1)
(97722, 201, 1)
(97741, 201, 1)
(97835, 201, 1)
(97856, 201, 1)
(97868, 201, 1)
(97876, 201, 1)
(98009, 202, 1)
(98137, 202, 1)
(98143, 202, 1)
(98188, 202, 1)
(98254, 202, 1)
(98258, 202, 1)
(98317, 202, 1)
(98322, 202, 1)
(98352, 202, 1)
(98380, 202, 1)
(104375, 215, 1)
(104412, 215, 1)
(104434, 215, 1)
(104454, 215, 1)
(104493, 215, 1)
(104534, 215, 1)
(104539, 215, 1)
(104544, 215, 1)
(104795, 216, 1)
(104811, 216, 1)
(104860, 216, 1)
(104882, 216, 1)
(104888, 216, 1)
