(9, 1, 1)
(79, 1, 1)
(156, 1, 1)
(237, 1, 1)
(506, 2, 1)
(812, 2, 1)
(874, 2, 1)
(4994, 11, 1)
(5223, 11, 1)
(5259, 11, 1)
(5727, 12, 1)
(60414, 125, 1)
(61032, 126, 1)
(61023, 126, 1)
(61212, 126, 1)
(64455, 133, 1)
(64574, 133, 1)
(64571, 133, 1)
(64698, 133, 1)
(78605, 162, 1)
(78673, 162, 1)
(78739, 162, 1)
(78962, 162, 1)
(79022, 163, 1)
(79164, 163, 1)
(79407, 163, 1)
(79663, 164, 1)
(79837, 164, 1)
(79849, 164, 1)
(79917, 164, 1)
(92993, 191, 1)
(97470, 201, 1)
(97508, 201, 1)
(97520, 201, 1)
(97535, 201, 1)
(97548, 201, 1)
(97603, 201, 1)
(97630, 201, 1)
(97856, 201, 1)
(97868, 201, 1)
(98322, 202, 1)
(98380, 202, 1)
(104534, 215, 1)
(104544, 215, 1)
(104860, 216, 1)
(104882, 216, 1)
(104982, 216, 1)
(105109, 216, 1)
(111208, 229, 1)
(111633, 230, 1)
(111827, 230, 1)
(112815, 232, 1)
(113044, 232, 1)
(113096, 233, 1)
(113106, 233, 1)
(113155, 233, 1)
(113327, 233, 1)
(113947, 234, 1)
(113967, 234, 1)
(113998, 234, 1)
(139408, 287, 1)
(139600, 287, 1)
(139602, 287, 1)
(139819, 287, 1)
(139868, 288, 1)
(140463, 289, 1)
(231010, 475, 1)
(231042, 475, 1)
(231271, 475, 1)
(231263, 475, 1)
(231334, 475, 1)
(231372, 475, 1)
(231513, 476, 1)
(231567, 476, 1)
(231569, 476, 1)
(231617, 476, 1)
(231888, 477, 1)
(231898, 477, 1)
(231920, 477, 1)
(232476, 478, 1)
(232488, 478, 1)
(232512, 478, 1)
(232660, 478, 1)
(232807, 478, 1)
(232798, 478, 1)
(4066, 9, 1)
(4487, 10, 1)
(4519, 10, 1)
(4824, 10, 1)
(21591, 45, 1)
(21991, 45, 1)
(22246, 46, 1)
(22394, 46, 1)
(22517, 46, 1)
(114177, 235, 1)
(114505, 235, 1)
(114577, 236, 1)
(114709, 236, 1)
(114827, 236, 1)
(114995, 236, 1)
(115020, 236, 1)
(220589, 453, 1)
(220813, 454, 1)
(220888, 454, 1)
(116468, 239, 1)
(116486, 239, 1)
(117336, 241, 1)
(117490, 241, 1)
(117670, 242, 1)
(117690, 242, 1)
(121796, 251, 1)
(122104, 251, 1)
(122298, 252, 1)
(122387, 252, 1)
(122672, 252, 1)
(125931, 259, 1)
(125989, 259, 1)
(125998, 259, 1)
(126012, 259, 1)
(128094, 264, 1)
(128220, 264, 1)
(128246, 264, 1)
(129730, 267, 1)
(129963, 267, 1)
(130381, 268, 1)
(145346, 299, 1)
(145352, 299, 1)
(145474, 299, 1)
(145663, 299, 1)
(146236, 301, 1)
(146276, 301, 1)
(146579, 301, 1)
(146759, 302, 1)
(146938, 302, 1)
(147627, 303, 1)
(147705, 304, 1)
(147788, 304, 1)
(147821, 304, 1)
(147943, 304, 1)
(147951, 304, 1)
(147961, 304, 1)
(149180, 307, 1)
(149252, 307, 1)
(149424, 307, 1)
(149568, 307, 1)
(149661, 308, 1)
(149744, 308, 1)
(149904, 308, 1)
(240936, 495, 1)
(241088, 495, 1)
(241101, 495, 1)
(241252, 496, 1)
(611629, 1257, 1)
(611767, 1257, 1)
(611956, 1257, 1)
(612340, 1258, 1)
(10152, 21, 1)
(10408, 22, 1)
(10431, 22, 1)
(10651, 22, 1)
