DeepCSV;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
2, comb, up_type3, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.766992+(0.00894732*(log(x+19)*(log(x+18)*(3-(0.423381*log(x+18)))))))+0.013024318411311952" 
2, comb, up_type3, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.766992+(0.00894732*(log(x+19)*(log(x+18)*(3-(0.423381*log(x+18)))))))+0.019214190956548808" 
2, comb, up_type3, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.766992+(0.00894732*(log(x+19)*(log(x+18)*(3-(0.423381*log(x+18)))))))+0.037135027674098806" 
2, comb, up_type3, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.766992+(0.00894732*(log(x+19)*(log(x+18)*(3-(0.423381*log(x+18)))))))+0.046245084597182316" 
2, mujets, central, 1, -2.5, 2.5, 20, 1000, 0, 1, "0.976561*((1.+(0.0090417*x))/(1.+(0.0109156*x)))" 
2, mujets, central, 0, -2.5, 2.5, 20, 1000, 0, 1, "0.976561*((1.+(0.0090417*x))/(1.+(0.0109156*x)))" 
2, mujets, down, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.976561*((1.+(0.0090417*x))/(1.+(0.0109156*x))))-0.26091077923774719" 
2, mujets, down, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.976561*((1.+(0.0090417*x))/(1.+(0.0109156*x))))-0.15466463565826416" 
2, mujets, down, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.976561*((1.+(0.0090417*x))/(1.+(0.0109156*x))))-0.17472358047962189" 
2, mujets, down, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.976561*((1.+(0.0090417*x))/(1.+(0.0109156*x))))-0.1803397536277771" 
2, mujets, down, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.976561*((1.+(0.0090417*x))/(1.+(0.0109156*x))))-0.18330472707748413" 
2, mujets, down, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.976561*((1.+(0.0090417*x))/(1.+(0.0109156*x))))-0.20823277533054352" 
2, mujets, down, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.976561*((1.+(0.0090417*x))/(1.+(0.0109156*x))))-0.25337827205657959" 
2, mujets, down, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.976561*((1.+(0.0090417*x))/(1.+(0.0109156*x))))-0.16933611035346985" 
2, mujets, down, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.976561*((1.+(0.0090417*x))/(1.+(0.0109156*x))))-0.28778678178787231" 
2, mujets, down, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.976561*((1.+(0.0090417*x))/(1.+(0.0109156*x))))-0.074545934796333313" 
2, mujets, down, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.976561*((1.+(0.0090417*x))/(1.+(0.0109156*x))))-0.044189896434545517" 
2, mujets, down, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.976561*((1.+(0.0090417*x))/(1.+(0.0109156*x))))-0.049921024590730667" 
2, mujets, down, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.976561*((1.+(0.0090417*x))/(1.+(0.0109156*x))))-0.051525644958019257" 
2, mujets, down, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.976561*((1.+(0.0090417*x))/(1.+(0.0109156*x))))-0.052372779697179794" 
2, mujets, down, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.976561*((1.+(0.0090417*x))/(1.+(0.0109156*x))))-0.059495080262422562" 
2, mujets, down, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.976561*((1.+(0.0090417*x))/(1.+(0.0109156*x))))-0.072393789887428284" 
2, mujets, down, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.976561*((1.+(0.0090417*x))/(1.+(0.0109156*x))))-0.0483817458152771" 
2, mujets, down, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.976561*((1.+(0.0090417*x))/(1.+(0.0109156*x))))-0.08222479373216629" 
2, mujets, down_jes, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.976561*((1.+(0.0090417*x))/(1.+(0.0109156*x))))-0.10165835916996002" 
